record_id,beat_index,y_true,y_pred,p_N,p_S,p_V,p_F
101,0,-1,0,0.787517,0.116532,0.095900,0.000051
101,1,-1,0,0.848699,0.093943,0.057317,0.000042
105,2,-1,2,0.025542,0.069175,0.905260,0.000023
105,3,-1,2,0.079783,0.134686,0.785288,0.000242
105,4,-1,2,0.030816,0.014827,0.954345,0.000012
105,5,-1,0,0.494828,0.300172,0.204773,0.000227
105,6,-1,2,0.026188,0.046661,0.927087,0.000063
203,7,-1,0,0.918263,0.044170,0.037503,0.000064
203,8,-1,0,0.845876,0.027950,0.125960,0.000214
203,9,-1,0,0.859604,0.022006,0.118133,0.000256
203,10,-1,0,0.844756,0.023917,0.130932,0.000395
208,11,-1,0,0.943734,0.030987,0.025259,0.000021
208,12,-1,0,0.887069,0.065047,0.047564,0.000319
214,13,-1,0,0.942340,0.031702,0.025938,0.000020
214,14,-1,2,0.032154,0.027945,0.939858,0.000043
