record_id,beat_index,y_true,y_pred,p_N,p_S,p_V,p_F
101,0,-1,0,0.887846,0.032251,0.045625,0.034277
101,1,-1,0,0.917639,0.020768,0.031330,0.030263
105,2,-1,0,0.961968,0.010803,0.017344,0.009885
105,3,-1,0,0.931671,0.022392,0.029618,0.016319
105,4,-1,0,0.943924,0.025044,0.014840,0.016192
105,5,-1,0,0.966616,0.011785,0.010496,0.011102
105,6,-1,0,0.969963,0.009681,0.010424,0.009931
203,7,-1,0,0.687817,0.114852,0.168202,0.029129
203,8,-1,0,0.949894,0.016913,0.017298,0.015895
203,9,-1,0,0.910115,0.027730,0.034775,0.027379
203,10,-1,0,0.759011,0.037283,0.154439,0.049267
208,11,-1,0,0.441180,0.113497,0.359656,0.085667
208,12,-1,0,0.960499,0.013878,0.012546,0.013077
214,13,-1,0,0.956931,0.015355,0.013651,0.014064
214,14,-1,2,0.052570,0.014873,0.883778,0.048780
